PLAYER_NAME,PLAYER_POSITION,PLAYER_TEAM,2019_G,2019_GS,2019_IP,2019_BB,2019_K,2019_W,2019_SV,2019_HD,2019_ERA,2019_WHIP,2019_K/9,2020_G,2020_GS,2020_IP,2020_BB,2020_K,2020_W,2020_SV,2020_HD,2020_ERA,2020_WHIP,2020_K/9,2020_OUTLOOK
Nick Rumbelow,RP,Mets,3.0,0.0,1.1,1.0,2.0,0.0,1.0,0.0,27.0,3.0,13.5,,,,,,,,,,,,No outlook available.
Yovani Gallardo,SP,Rangers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Dario Alvarez,SP,Twins,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Shane Carle,RP,Rangers,6.0,0.0,9.1,9.0,6.0,0.0,0.0,0.0,9.64,2.14,5.79,,,,,,,,,,,,No outlook available.
Bryan Mitchell,SP,White Sox,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Rookie Davis,RP,FA,5.0,1.0,10.2,8.0,10.0,0.0,0.0,0.0,6.75,1.88,8.44,,,,,,,,,,,,No outlook available.
Scott Copeland,SP,Nationals,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Osmer Morales,SP,Angels,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Bobby Poyner,RP,Red Sox,13.0,1.0,11.2,5.0,11.0,0.0,0.0,0.0,6.94,1.29,8.49,,,,,,,,,,,,No outlook available.
Ariel Miranda,SP,Mariners,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Connor Sadzeck,RP,Mariners,20.0,0.0,23.2,15.0,27.0,0.0,1.0,1.0,2.66,1.39,10.27,,,,,,,,,,,,No outlook available.
Chris Tillman,SP,Rangers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Drew Storen,RP,Phillies,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Albert Abreu,SP,Yankees,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Daniel Corcino,SP,Dodgers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Ben Meyer,SP,Marlins,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Nick Nelson,SP,Yankees,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Kyle Dowdy,RP,Indians,13.0,1.0,22.1,18.0,17.0,2.0,0.0,0.0,7.25,1.97,6.85,,,,,,,,,,,,No outlook available.
Angel Perdomo,SP,Brewers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Blake Taylor,SP,Astros,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Miguel Del Pozo,RP,Pirates,17.0,0.0,9.1,8.0,11.0,1.0,0.0,0.0,10.61,1.93,10.61,,,,,,,,,,,,No outlook available.
Luis Escobar,RP,Pirates,4.0,0.0,5.2,4.0,2.0,0.0,0.0,0.0,7.94,2.47,3.18,,,,,,,,,,,,No outlook available.
Michael Blazek,RP,FA,4.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,7.2,2.2,0.0,,,,,,,,,,,,No outlook available.
Kyle Muller,SP,Braves,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Jimmy Herget,RP,Rangers,5.0,0.0,6.1,3.0,0.0,0.0,0.0,0.0,4.26,1.74,0.0,,,,,,,,,,,,No outlook available.
Reed Garrett,RP,FA,12.0,0.0,14.1,12.0,9.0,0.0,0.0,0.0,6.28,2.23,5.65,,,,,,,,,,,,No outlook available.
Jen-Ho Tseng,SP,Cubs,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Allen Webster,RP,FA,12.0,0.0,11.0,5.0,9.0,0.0,1.0,0.0,4.91,1.73,7.36,,,,,,,,,,,,No outlook available.
Adonis Medina,SP,Phillies,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Pedro Avila,SP,Padres,1.0,1.0,5.1,2.0,5.0,0.0,0.0,0.0,1.69,1.13,8.44,,,,,,,,,,,,No outlook available.
Neil Ramirez,RP,Angels,22.0,1.0,25.0,15.0,24.0,0.0,0.0,2.0,5.4,1.64,8.64,,,,,,,,,,,,No outlook available.
Drew Gagnon,RP,FA,18.0,0.0,23.2,7.0,17.0,3.0,0.0,0.0,8.37,1.73,6.46,,,,,,,,,,,,No outlook available.
Anderson Espinoza,SP,Padres,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Reymin Guduan,RP,Dodgers,7.0,0.0,5.1,4.0,6.0,1.0,0.0,0.0,11.81,2.25,10.13,,,,,,,,,,,,No outlook available.
Tim Dillard,RP,Rangers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Josh Smith,RP,Marlins,18.0,2.0,31.0,8.0,29.0,0.0,1.0,0.0,5.81,1.42,8.42,,,,,,,,,,,,No outlook available.
Justin Steele,SP,Cubs,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Tyler Danish,SP,Mariners,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Brandon Finnegan,RP,Reds,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Emilio Vargas,SP,Diamondbacks,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Blake Cederlind,SP,Pirates,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Robby Scott,RP,FA,11.0,0.0,7.1,7.0,9.0,1.0,0.0,0.0,4.91,2.05,11.05,,,,,,,,,,,,No outlook available.
Brian Flynn,RP,Rangers,11.0,1.0,29.1,17.0,22.0,2.0,0.0,0.0,5.22,1.88,6.75,14.0,0.0,33.0,16.0,25.0,2.0,0.0,0.0,4.91,1.58,6.82,No outlook available.
Heath Fillmyer,RP,Royals,12.0,3.0,22.1,12.0,15.0,0.0,0.0,1.0,8.06,1.79,6.04,,,,,,,,,,,,No outlook available.
Conner Greene,RP,Royals,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Diego Moreno,SP,Indians,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Austin Adams,RP,Twins,15.0,0.0,16.2,13.0,14.0,0.0,0.0,0.0,7.02,1.86,7.56,,,,,,,,,,,,No outlook available.
Zac Reininger,RP,Tigers,25.0,1.0,28.0,16.0,17.0,0.0,0.0,1.0,8.68,2.14,5.46,,,,,,,,,,,,No outlook available.
Matt Koch,RP,Diamondbacks,9.0,0.0,20.2,4.0,9.0,0.0,0.0,0.0,9.15,1.6,3.92,,,,,,,,,,,,No outlook available.
Brock Stewart,RP,Cubs,13.0,0.0,25.2,8.0,19.0,4.0,0.0,0.0,10.17,1.79,6.66,,,,,,,,,,,,No outlook available.
Harrison Musgrave,RP,Rockies,10.0,0.0,10.0,7.0,12.0,0.0,0.0,0.0,3.6,1.6,10.8,,,,,,,,,,,,No outlook available.
Luiz Gohara,RP,Angels,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Sam Delaplane,RP,Mariners,,,,,,,,,,,,10.0,0.0,10.0,3.0,14.0,1.0,0.0,0.0,1.8,0.9,12.6,No outlook available.
Tyler Zuber,RP,Royals,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Alexander Guillen,RP,Rockies,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Justin Lawrence,RP,Rockies,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Brady Rodgers,RP,Orioles,3.0,0.0,5.0,3.0,4.0,0.0,0.0,0.0,16.2,2.0,7.2,,,,,,,,,,,,No outlook available.
Adam Warren,RP,Yankees,25.0,0.0,28.2,12.0,25.0,4.0,0.0,3.0,5.34,1.4,7.85,,,,,,,,,,,,No outlook available.
Tim Mayza,RP,Blue Jays,68.0,0.0,51.1,27.0,55.0,1.0,0.0,18.0,4.91,1.4,9.64,,,,,,,,,,,,No outlook available.
Chasen Bradford,RP,Mariners,12.0,0.0,16.2,4.0,11.0,0.0,1.0,1.0,4.86,1.26,5.94,,,,,,,,,,,,No outlook available.
Juan Minaya,RP,Twins,22.0,0.0,27.2,12.0,27.0,0.0,0.0,0.0,3.9,1.55,8.78,,,,,,,,,,,,No outlook available.
Steven Wright,RP,FA,6.0,0.0,6.1,4.0,5.0,0.0,0.0,0.0,8.53,2.37,7.11,,,,,,,,,,,,No outlook available.
Jimmy Lambert,SP,White Sox,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Seunghwan Oh,RP,Rockies,21.0,0.0,18.1,6.0,16.0,3.0,0.0,3.0,9.33,1.91,7.85,,,,,,,,,,,,No outlook available.
Matt Blackham,RP,Mets,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Jimmy Yacabonis,RP,Padres,29.0,4.0,41.0,24.0,33.0,1.0,0.0,3.0,6.8,1.83,7.24,,,,,,,,,,,,No outlook available.
Josh Rogers,RP,Orioles,5.0,0.0,14.1,6.0,5.0,0.0,0.0,0.0,8.79,1.67,3.14,,,,,,,,,,,,No outlook available.
Zack Burdi,RP,White Sox,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Josh Fields,RP,Brewers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Steven Okert,RP,Giants,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Vidal Nuno,RP,Nationals,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Ben Taylor,RP,Cubs,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Ryan Meisinger,RP,Cardinals,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Sammy Solis,RP,Padres,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Brandon Cumpton,SP,Blue Jays,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Joey Krehbiel,RP,Twins,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Ryan Madson,RP,Dodgers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Carson Smith,RP,Red Sox,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Jesus Reyes,RP,Reds,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Nick Gardewine,RP,Rangers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Danny Barnes,RP,Blue Jays,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Rhiner Cruz,RP,Blue Jays,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Jackson Stephens,RP,Reds,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Matt Belisle,RP,Twins,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Junichi Tazawa,RP,Reds,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Carlos Ramirez,RP,Cubs,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Brandon Maurer,RP,Pirates,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Kyle Crockett,RP,Diamondbacks,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Jim Johnson,RP,Angels,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Adam Liberatore,RP,Dodgers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Jason Hammel,RP,Rangers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Jorge De La Rosa,RP,Rockies,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Roberto Gomez,RP,Pirates,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Kyle McGrath,RP,Padres,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Chris Rowley,SP,Twins,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Zack Weiss,RP,Indians,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
C.D. Pelham,RP,Cubs,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Preston Guilmet,RP,Twins,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Jeremy Bleich,RP,Phillies,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
George Kontos,RP,Cubs,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Riley Ferrell,RP,Astros,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
John Lamb,SP,Angels,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Danny Coulombe,RP,Twins,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Boone Logan,RP,Brewers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Brendan McCurry,RP,Astros,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Zach McAllister,RP,Dodgers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Matt Bush,RP,Rangers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Kevin Shackelford,RP,Reds,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Johnny Barbato,RP,Tigers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Murphy Smith,RP,Blue Jays,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Edward Paredes,RP,Phillies,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Cameron Hill,RP,Indians,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Chase Whitley,RP,Braves,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Deck McGuire,RP,Rays,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Zac Curtis,RP,Rangers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Derian Gonzalez,RP,Cardinals,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Rubby De La Rosa,RP,Diamondbacks,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Mike Zagurski,RP,Cubs,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Luis Santos,RP,Rays,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
D.J. Snelten,RP,Rays,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Ian Krol,RP,Reds,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Sam Wolff,RP,Giants,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Gabriel Moya,RP,Twins,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Ariel Hernandez,RP,Rangers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Andres Machado,RP,Royals,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Hunter Cervenka,RP,Orioles,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Gregory Infante,RP,Orioles,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Louis Coleman,RP,Tigers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Dean Kiekhefer,SP,Athletics,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Brandon Mann,RP,Rangers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Merandy Gonzalez,RP,Cardinals,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Cory Mazzoni,RP,Cubs,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Josh Smoker,RP,Dodgers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Chris Smith,RP,Tigers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Michael Ynoa,RP,Royals,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Franklin Perez,SP,Tigers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Chris Hatcher,RP,Athletics,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Santiago Casilla,RP,Athletics,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Kevin Jepsen,RP,Rangers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Mark Leiter Jr.,RP,Diamondbacks,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Durbin Feltman,RP,Red Sox,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Miguel Socolovich,RP,Braves,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Jonathan Aro,RP,Padres,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Bo Schultz,RP,Orioles,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Jeff Beliveau,RP,Indians,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Jesus Liranzo,RP,Giants,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Dayan Diaz,RP,Angels,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Paolo Espino,SP,Nationals,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Albert Suarez,RP,Diamondbacks,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Eduardo Paredes,RP,Tigers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Lisalverto Bonilla,SP,Reds,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Alexi Ogando,RP,Indians,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Warwick Saupold,RP,Tigers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Jose Torres,RP,Padres,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Jumbo Diaz,RP,Marlins,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Henderson Alvarez,RP,Nationals,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Jhan Marinez,RP,Orioles,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Wil Crowe,SP,Nationals,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Chris Beck,RP,Cardinals,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Chris O'Grady,RP,Marlins,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Jesus Castillo,SP,Brewers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Enrique Burgos,RP,Tigers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Oscar De La Cruz,RP,Cubs,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Yaisel Sierra,SP,Dodgers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Braden Shipley,SP,Royals,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Mauricio Cabrera,RP,Diamondbacks,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Domingo Acevedo,RP,Yankees,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Jairo Labourt,RP,Athletics,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Sam Moll,RP,Giants,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Jose Ramirez,RP,Braves,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Miguel Almonte,RP,Angels,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Al Alburquerque,RP,Blue Jays,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Severino Gonzalez,RP,Marlins,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Julian Fernandez,RP,Rockies,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Arquimedes Caminero,RP,Mets,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Antonio Bastardo,RP,Diamondbacks,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
R.J. Alvarez,RP,Red Sox,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Mike Kickham,RP,Red Sox,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Damien Magnifico,RP,Diamondbacks,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Domingo Tapia,RP,Red Sox,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Rob Kaminsky,RP,Cardinals,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Joan Gregorio,RP,Giants,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Brady Feigl,RP,Padres,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
P.J. Conlon,RP,Mets,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Ian Gardeck,RP,Athletics,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Simon Castro,RP,Athletics,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Tony Zych,RP,Yankees,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Zach Jackson,RP,Blue Jays,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Enny Romero,RP,Royals,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Jean Machi,RP,White Sox,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Koji Uehara,RP,Cubs,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Trevor Stephan,SP,Yankees,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Brett Graves,RP,Marlins,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Philip Pfeifer,RP,Braves,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Ernesto Frieri,RP,Brewers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Chase Johnson,SP,Padres,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Jacob Lindgren,RP,White Sox,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Fabio Castillo,RP,Dodgers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Leonel Campos,RP,Blue Jays,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Alfredo Simon,RP,Reds,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Edward Mujica,RP,Cardinals,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Arcenio Leon,RP,Tigers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Rob Scahill,RP,Cubs,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Anthony Gose,RP,Indians,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Rex Brothers,RP,Cubs,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Steve Geltz,RP,Phillies,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Kyle Lobstein,SP,Dodgers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Chen-Chang Lee,RP,Dodgers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Rob Zastryzny,SP,Orioles,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Robert Zarate,RP,Indians,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Yuhei Nakaushiro,RP,Diamondbacks,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Anyelo Gomez,RP,Red Sox,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Adonis Uceta,RP,Mets,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Jay Groome,SP,Red Sox,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Buddy Baumann,RP,Mets,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Jose Rafael De Paula,RP,Braves,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Luis Ysla,SP,Orioles,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Mitchell White,SP,Dodgers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Yeudy Garcia,RP,Pirates,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Tyler Cyr,RP,Giants,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Marcos Diplan,RP,Orioles,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Dalier Hinojosa,RP,Phillies,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Carlos Villanueva,RP,Brewers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Rafael Martin,RP,Nationals,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Vicente Campos,RP,Pirates,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Gonzalez Germen,RP,Rockies,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Timothy Adleman,SP,Tigers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Nefi Ogando,RP,Reds,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Ricardo Sanchez,SP,Cardinals,,,,,,,,,,,,5.0,0.0,5.0,1.0,4.0,0.0,0.0,0.0,3.6,1.2,7.2,No outlook available.
Kendry Flores,RP,Marlins,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Gerardo Concepcion,RP,Cubs,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Kyle Funkhouser,SP,Tigers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Kevin Gadea,RP,Rays,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Alberto Tirado,RP,Phillies,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Armando Rivero,RP,Braves,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Mayckol Guaipe,RP,Mariners,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Elvis Araujo,RP,Phillies,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Jerry Vasto,RP,Cubs,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
JoJo Romero,SP,Phillies,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Edwin Escobar,RP,Diamondbacks,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Alejandro Chacin,RP,Reds,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Stolmy Pimentel,RP,Mets,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Frank Garces,SP,Padres,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Zach Lee,SP,Athletics,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Jayson Aquino,SP,Orioles,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Franklin Morales,RP,Blue Jays,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Carlos Frias,SP,Indians,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Sam Hentges,SP,Indians,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Jorge Rondon,RP,White Sox,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Carlos Contreras,RP,Reds,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Cesar Valdez,SP,Orioles,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Yohan Pino,RP,Royals,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Akeel Morris,RP,Angels,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Jose Dominguez,RP,Giants,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Juan Jaime,RP,Braves,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Ian Thomas,RP,Dodgers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Kyuji Fujikawa,RP,Rangers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Luis Madero,SP,Giants,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Marcos Molina,SP,Mets,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Johendi Jiminian,SP,Mariners,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Logan Shore,SP,Tigers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Raul Fernandez,RP,White Sox,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Angel Nesbitt,RP,Tigers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Jose Flores,SP,Giants,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Kodi Medeiros,SP,White Sox,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Caleb Thielbar,RP,Twins,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Cesar Vargas,SP,Nationals,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Lucas Luetge,RP,Athletics,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Roman Mendez,RP,Nationals,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Wilfredo Boscan,SP,Pirates,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Eury De La Rosa,RP,Padres,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Lester Oliveros,RP,Twins,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Ben Rowen,RP,Braves,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Ariel Pena,SP,Brewers,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
Tyler Matzek,SP,Braves,,,,,,,,,,,,,,,,,,,,,,,No outlook available.
